id_site,code_module,code_presentation,activity_type,week_from,week_to
897061,GGG,2014J,resource,,
897101,GGG,2014J,resource,,
896963,GGG,2014J,oucontent,,
897058,GGG,2014J,resource,,
897094,GGG,2014J,resource,,
896960,GGG,2014J,oucontent,,
897055,GGG,2014J,resource,,
897087,GGG,2014J,resource,,
896957,GGG,2014J,quiz,,
897052,GGG,2014J,resource,3,3
897084,GGG,2014J,resource,,
897152,GGG,2014J,subpage,,
896939,GGG,2014J,forumng,,
896951,GGG,2014J,quiz,,
897049,GGG,2014J,resource,,
897081,GGG,2014J,resource,,
896945,GGG,2014J,quiz,,
896985,GGG,2014J,oucontent,,
897078,GGG,2014J,resource,,
897149,GGG,2014J,resource,,
896982,GGG,2014J,oucontent,,
897075,GGG,2014J,resource,,
897146,GGG,2014J,resource,,
896978,GGG,2014J,oucontent,,
897072,GGG,2014J,resource,,
897143,GGG,2014J,resource,,
896974,GGG,2014J,oucontent,,
897069,GGG,2014J,resource,,
897131,GGG,2014J,resource,,
896971,GGG,2014J,oucontent,,
897066,GGG,2014J,resource,,
897115,GGG,2014J,resource,,
896968,GGG,2014J,oucontent,,
897063,GGG,2014J,resource,,
897109,GGG,2014J,resource,,
896965,GGG,2014J,oucontent,,
897060,GGG,2014J,resource,,
897100,GGG,2014J,resource,,
